activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
06-A028,06-C006,Construction,SEC:BET:S12_S13:EB,SEC:BET:S12_S13:EB,4,2027-02-01,,2
06-A029,06-C006,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,3,2027-02-08,,3
06-A030,06-C006,Construction,SEC:BET:H02_S15:EB,SEC:BET:H02_S15:EB,2,2027-02-15,06-A026,1
06-A031,06-C007,Renewal,SEC:ALP:S01_S02:WB,SEC:ALP:S01_S02:WB,3,2027-02-01,,1
06-A032,06-C007,Renewal,SEC:BET:S13_S14:EB,SEC:BET:S13_S14:EB,2,2027-02-08,,2
06-A033,06-C007,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,1,2027-02-15,,3
06-A034,06-C007,Renewal,SEC:BET:S15_S16:EB,SEC:BET:S15_S16:EB,4,2027-02-22,,1
06-A035,06-C007,Renewal,SEC:ALP:S07_S08:WB,SEC:ALP:S07_S08:WB,3,2027-01-04,06-A031,2
06-A036,06-C008,Construction,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,4,2027-02-15,,2
06-A037,06-C008,Construction,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,3,2027-02-22,,3
06-A038,06-C008,Construction,SEC:BET:S16_S17:WB,SEC:BET:S16_S17:WB,2,2027-01-04,,1
06-A039,06-C008,Construction,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,1,2027-01-11,,2
06-A040,06-C008,Construction,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,4,2027-01-18,06-A036,3
06-A041,06-C009,Renewal,SEC:ALP:S05_S06:EB,SEC:ALP:S05_S06:EB,1,2027-01-04,,3
06-A042,06-C009,Renewal,SEC:BET:S17_S18:WB,SEC:BET:S17_S18:WB,4,2027-01-11,,1
06-A043,06-C009,Renewal,SEC:ALP:S02_S03:EB,SEC:ALP:S02_S03:EB,3,2027-01-18,,2
06-A044,06-C009,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,2,2027-01-25,,3
06-A045,06-C009,Renewal,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,1,2027-02-01,06-A041,1
06-A046,06-C010,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,2,2027-01-18,,1
06-A047,06-C010,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,1,2027-01-25,,2
06-A048,06-C010,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,4,2027-02-01,,3
06-A049,06-C010,Renewal,SEC:ALP:S05_S06:WB,SEC:ALP:S05_S06:WB,3,2027-02-08,,1
06-A050,06-C010,Renewal,SEC:BET:S17_S18:EB,SEC:BET:S17_S18:EB,2,2027-02-15,06-A046,2
06-A051,06-C011,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,3,2027-02-01,,2
06-A052,06-C011,Construction,SEC:BET:H02_S15:EB,SEC:BET:H02_S15:EB,2,2027-02-08,,3
06-A053,06-C011,Construction,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,1,2027-02-15,,1
06-A054,06-C011,Construction,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,4,2027-02-22,,2
06-A055,06-C011,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,3,2027-01-04,06-A051,3
06-A056,06-C012,Construction,SEC:BET:S15_S16:WB,SEC:BET:S15_S16:WB,4,2027-02-15,,3
06-A057,06-C012,Construction,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,3,2027-02-22,,1
06-A058,06-C012,Construction,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,2,2027-01-04,,2
06-A059,06-C012,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:S04_H01:EB,1,2027-01-11,,3
06-A060,06-C012,Construction,SEC:BET:H02_S15:WB,SEC:BET:H02_S15:WB,4,2027-01-18,06-A056,1
06-A061,06-C013,Renewal,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,1,2027-01-04,,1
06-A062,06-C013,Renewal,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,4,2027-01-11,,2
06-A063,06-C013,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,3,2027-01-18,,3
06-A064,06-C013,Renewal,SEC:BET:S15_S16:WB,SEC:BET:S15_S16:WB,2,2027-01-25,,1
06-A065,06-C013,Renewal,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,1,2027-02-01,06-A061,2
06-A066,06-C014,Construction,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,2,2027-01-18,,2
06-A067,06-C014,Construction,SEC:ALP:H02_S05:WB,SEC:ALP:H02_S05:WB,1,2027-01-25,,3
06-A068,06-C014,Construction,SEC:BET:S16_S17:EB,SEC:BET:S16_S17:EB,4,2027-02-01,,1
06-A069,06-C014,Construction,SEC:ALP:S01_S02:WB,SEC:ALP:S01_S02:WB,3,2027-02-08,,2
06-A070,06-C014,Construction,SEC:BET:S13_S14:EB,SEC:BET:S13_S14:EB,2,2027-02-15,06-A066,3
06-A071,06-C015,Construction,SEC:ALP:S05_S06:WB,SEC:ALP:S05_S06:WB,3,2027-02-01,,3
06-A072,06-C015,Construction,SEC:BET:S17_S18:EB,SEC:BET:S17_S18:EB,2,2027-02-08,,1
06-A073,06-C015,Construction,SEC:ALP:S02_S03:WB,SEC:ALP:S02_S03:WB,1,2027-02-15,,2
06-A074,06-C015,Construction,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,4,2027-02-22,,3
06-A075,06-C015,Construction,SEC:ALP:H02_S05:WB,SEC:ALP:H02_S05:WB,3,2027-01-04,06-A071,1
06-A076,06-C016,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S11_S12:WB,4,2027-02-15,,1
06-A077,06-C016,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:S03_S04:EB,3,2027-02-22,,2
06-A078,06-C016,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H01_H02:WB,2,2027-01-04,,3
06-A079,06-C016,Renewal,SEC:ALP:S05_S06:EB,SEC:ALP:S05_S06:EB,1,2027-01-11,,1
06-A080,06-C016,Renewal,SEC:BET:S17_S18:WB,SEC:BET:S17_S18:WB,4,2027-01-18,06-A076,2
06-A081,06-C017,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:S04_H01:EB,1,2027-01-04,,2
06-A082,06-C017,Renewal,SEC:BET:H02_S15:WB,SEC:BET:H02_S15:WB,4,2027-01-11,,3
06-A083,06-C017,Renewal,SEC:ALP:S06_S07:EB,SEC:ALP:S06_S07:EB,3,2027-01-18,,1
06-A084,06-C017,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S11_S12:WB,2,2027-01-25,,2
06-A085,06-C017,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:S03_S04:EB,1,2027-02-01,06-A081,3
06-A086,06-C018,Construction,SEC:BET:S15_S16:EB,SEC:BET:S15_S16:EB,2,2027-01-18,,3
06-A087,06-C018,Construction,SEC:ALP:S07_S08:WB,SEC:ALP:S07_S08:WB,1,2027-01-25,,1
06-A088,06-C018,Construction,SEC:BET:S12_S13:EB,SEC:BET:S12_S13:EB,4,2027-02-01,,2
06-A089,06-C018,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,3,2027-02-08,,3
06-A090,06-C018,Construction,SEC:BET:H02_S15:EB,SEC:BET:H02_S15:EB,2,2027-02-15,06-A086,1
06-A091,06-C019,Renewal,SEC:ALP:S01_S02:WB,SEC:ALP:S01_S02:WB,3,2027-02-01,,1
06-A092,06-C019,Renewal,SEC:BET:S13_S14:EB,SEC:BET:S13_S14:EB,2,2027-02-08,,2
06-A093,06-C019,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,1,2027-02-15,,3
06-A094,06-C019,Renewal,SEC:BET:S15_S16:EB,SEC:BET:S15_S16:EB,4,2027-02-22,,1
06-A095,06-C019,Renewal,SEC:ALP:S07_S08:WB,SEC:ALP:S07_S08:WB,3,2027-01-04,06-A091,2
06-A096,06-C020,Construction,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,4,2027-02-15,,2
06-A097,06-C020,Construction,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,3,2027-02-22,,3
06-A098,06-C020,Construction,SEC:BET:S16_S17:WB,SEC:BET:S16_S17:WB,2,2027-01-04,,1
06-A099,06-C020,Construction,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,1,2027-01-11,,2
06-A100,06-C020,Construction,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,4,2027-01-18,06-A096,3
06-A101,06-C021,Construction,SEC:ALP:S05_S06:EB,SEC:ALP:S05_S06:EB,1,2027-01-04,,3
06-A102,06-C021,Construction,SEC:BET:S17_S18:WB,SEC:BET:S17_S18:WB,4,2027-01-11,,1
06-A103,06-C021,Construction,SEC:ALP:S02_S03:EB,SEC:ALP:S02_S03:EB,3,2027-01-18,,2
06-A104,06-C021,Construction,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,2,2027-01-25,,3
06-A105,06-C021,Construction,SEC:ALP:H02_S05:EB,SEC:ALP:H02_S05:EB,1,2027-02-01,06-A101,1
06-A106,06-C022,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,2,2027-01-18,,1
06-A107,06-C022,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,1,2027-01-25,,2
06-A108,06-C022,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,4,2027-02-01,,3
06-A109,06-C022,Renewal,SEC:ALP:S05_S06:WB,SEC:ALP:S05_S06:WB,3,2027-02-08,,1
06-A110,06-C022,Renewal,SEC:BET:S17_S18:EB,SEC:BET:S17_S18:EB,2,2027-02-15,06-A106,2
06-A111,06-C023,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,3,2027-02-01,,2
06-A112,06-C023,Construction,SEC:BET:H02_S15:EB,SEC:BET:H02_S15:EB,2,2027-02-08,,3
06-A113,06-C023,Construction,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,1,2027-02-15,,1
06-A114,06-C023,Construction,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,4,2027-02-22,,2
06-A115,06-C023,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,3,2027-01-04,06-A111,3
06-A116,06-C024,Construction,SEC:BET:S15_S16:WB,SEC:BET:S15_S16:WB,4,2027-02-15,,3
06-A117,06-C024,Construction,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,3,2027-02-22,,1
06-A118,06-C024,Construction,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,2,2027-01-04,,2
06-A119,06-C024,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:S04_H01:EB,1,2027-01-11,,3
06-A120,06-C024,Construction,SEC:BET:H02_S15:WB,SEC:BET:H02_S15:WB,4,2027-01-18,06-A116,1
